date,mkt,name,offer,price,shares,symbol
4/13/2018,NASDAQ Capital,PURE ACQUISITION CORP.,"$360,000,000",$10,"36,000,000",PACQU
4/12/2018,NYSE,ZUORA INC,"$154,000,000",$14,"11,000,000",ZUO
4/3/2018,NYSE,SPOTIFY TECHNOLOGY S.A.,"$9,245,852,532",$165.90,"55,731,480",SPOT
3/29/2018,NASDAQ Capital,"GENPREX, INC.","$6,400,000",$5,"1,280,000",GNPX
3/29/2018,NASDAQ Global,"IQIYI, INC.","$2,250,000,000",$18,"125,000,000",IQ
3/29/2018,NASDAQ Global Select,UNUM THERAPEUTICS INC.,"$69,240,000",$12,"5,770,000",UMRX
3/28/2018,NYSE,ONESMART INTERNATIONAL EDUCATION GROUP LTD,"$179,300,000",$11,"16,300,000",ONE
3/28/2018,NASDAQ Global,OP BANCORP,"$22,000,000",$11,"2,000,000",OPBK
3/28/2018,NASDAQ Global Select,BILIBILI INC.,"$483,000,000",$11.50,"42,000,000",BILI
3/28/2018,NASDAQ Global Select,"HOMOLOGY MEDICINES, INC.","$144,000,000",$16,"9,000,000",FIXX
3/27/2018,NYSE,GREENTREE HOSPITALITY GROUP LTD.,"$142,800,000",$14,"10,200,000",GHG
3/23/2018,NASDAQ Global Select,"DROPBOX, INC.","$756,000,000",$21,"36,000,000",DBX
3/23/2018,NYSE,SUNLANDS ONLINE EDUCATION GROUP,"$149,500,000",$11.50,"13,000,000",STG
3/22/2018,NYSE Arca,ETF MANAGERS GROUP COMMODITY TRUST I,"$250,000,000",$25,"10,000,000",BDRY
3/20/2018,NASDAQ Capital,GOLDEN BULL LTD,"$6,200,000",$4,"1,550,000",DNJR
3/16/2018,NASDAQ Capital,SENMIAO TECHNOLOGY LTD,"$12,000,000",$4,"3,000,000",AIHS
3/16/2018,NASDAQ Capital,TIBERIUS ACQUISITION CORP,"$150,000,000",$10,"15,000,000",TIBRU
3/16/2018,NASDAQ Global Select,"ZSCALER, INC.","$192,000,000",$16,"12,000,000",ZS
3/15/2018,NYSE,"ARCUS BIOSCIENCES, INC.","$120,000,000",$15,"8,000,000",RCUS
3/14/2018,NASDAQ Global Select,BRIDGEWATER BANCSHARES INC,"$78,725,000",$11.75,"6,700,000",BWB
3/14/2018,NASDAQ Capital,OPES ACQUISITION CORP.,"$100,000,000",$10,"10,000,000",OPESU
3/8/2018,NASDAQ Capital,"BIOXCEL THERAPEUTICS, INC.","$59,999,995",$11,"5,454,545",BTAI
2/28/2018,NYSE,UNION ACQUISITION CORP.,"$100,000,000",$10,"10,000,000",LTN'U
2/16/2018,NASDAQ Capital,DFB HEALTHCARE ACQUISITIONS CORP.,"$250,000,000",$10,"25,000,000",DFBHU
2/16/2018,NASDAQ Capital,"FARMMI, INC.","$6,720,000",$4,"1,680,000",FAMI
2/14/2018,NASDAQ Capital,BIOFRONTERA AG,"$12,004,200",$9.88,"1,215,000",BFRA
2/14/2018,NASDAQ Capital,"MOTUS GI HOLDINGS, INC.","$17,500,000",$5,"3,500,000",MOTS
2/13/2018,NYSE,LEO HOLDINGS CORP.,"$200,000,000",$10,"20,000,000",LHC'U
2/9/2018,NYSE,QUINTANA ENERGY SERVICES INC.,"$92,592,590",$10,"9,259,259",QES
2/9/2018,NASDAQ Global,"CARDLYTICS, INC.","$70,200,000",$13,"5,400,000",CDLX
2/8/2018,NASDAQ Global,"EVOLUS, INC.","$60,000,000",$12,"5,000,000",EOLS
2/8/2018,NYSE,HUAMI CORP,"$110,000,000",$11,"10,000,000",HMI
2/8/2018,NASDAQ Capital,MUDRICK CAPITAL ACQUISITION CORP,"$200,000,000",$10,"20,000,000",MUDSU
2/8/2018,NASDAQ Global Select,"VICTORY CAPITAL HOLDINGS, INC.","$152,100,000",$13,"11,700,000",VCTR
2/8/2018,NYSE,"CACTUS, INC.","$437,000,000",$19,"23,000,000",WHD
2/5/2018,NASDAQ Capital,SSLJ. COM LTD,"$20,000,000",$5,"4,000,000",SSLJ
2/2/2018,NYSE,"FTS INTERNATIONAL, INC.","$351,000,000",$18,"19,500,000",FTSI
2/2/2018,NYSE,CENTRAL PUERTO S.A.,"$330,000,000",$16.50,"20,000,000",CEPU
2/1/2018,NYSE,CORPORACION AMERICA AIRPORTS S.A.,"$485,714,293",$17,"28,571,429",CAAP
2/1/2018,NASDAQ Capital,"ONE STOP SYSTEMS, INC.","$19,000,000",$5,"3,800,000",OSS
2/1/2018,NYSE,HUDSON LTD.,"$748,937,535",$19,"39,417,765",HUD
2/1/2018,NASDAQ Global Select,IPIC ENTERTAINMENT INC.,"$15,140,937",$18.50,"818,429",IPIC
2/1/2018,NASDAQ Global,SOL-GEL TECHNOLOGIES LTD.,"$75,000,000",$12,"6,250,000",SLGL
2/1/2018,NYSE,VICI PROPERTIES INC.,"$1,210,000,000",$20,"60,500,000",VICI
1/30/2018,NASDAQ Capital,MTECH ACQUISITION CORP,"$50,000,000",$10,"5,000,000",MTECU
1/26/2018,NYSE,"PLAYAGS, INC.","$164,000,000",$16,"10,250,000",AGS
1/26/2018,NASDAQ Global Select,"ARMO BIOSCIENCES, INC.","$128,000,004",$17,"7,529,412",ARMO
1/26/2018,NASDAQ Global Select,SOLID BIOSCIENCES INC.,"$125,000,000",$16,"7,812,500",SLDB
1/26/2018,NASDAQ Global Select,"RESTORBIO, INC.","$85,000,005",$15,"5,666,667",TORC
1/25/2018,NASDAQ Capital,"EYENOVIA, INC.","$27,300,000",$10,"2,730,000",EYEN
1/25/2018,NASDAQ Capital,GORDON POINTE ACQUISITION CORP.,"$125,000,000",$10,"12,500,000",GPAQU
1/25/2018,NYSE,GATES INDUSTRIAL CORP PLC,"$731,500,000",$19,"38,500,000",GTES
1/25/2018,NASDAQ Global Select,MENLO THERAPEUTICS INC.,"$119,000,000",$17,"7,000,000",MNLO
1/24/2018,NYSE,PAGSEGURO DIGITAL LTD.,"$2,265,789,433",$21.50,"105,385,555",PAGS
1/19/2018,NYSE,"NINE ENERGY SERVICE, INC.","$161,000,000",$23,"7,000,000",NINE
1/19/2018,NYSE,ADT INC.,"$1,470,000,000",$14,"105,000,000",ADT
1/19/2018,NYSE,AMERICOLD REALTY TRUST,"$724,800,000",$16,"45,300,000",COLD
1/18/2018,NYSE,ONE MADISON CORP,"$300,000,000",$10,"30,000,000",OMADU
1/12/2018,NASDAQ Capital,PLATINUM EAGLE ACQUISITION CORP.,"$300,000,000",$10,"30,000,000",EAGLU
1/12/2018,NASDAQ Global Select,INDUSTRIAL LOGISTICS PROPERTIES TRUST,"$480,000,000",$24,"20,000,000",ILPT
1/12/2018,NYSE,LIBERTY OILFIELD SERVICES INC.,"$216,428,564",$17,"12,731,092",LBRT
1/10/2018,NASDAQ Capital,NEBULA ACQUISITION CORP,"$250,000,000",$10,"25,000,000",NEBUU
1/2/2018,NASDAQ Capital,"CUE BIOPHARMA, INC.","$66,155,325",$7.50,"8,820,710",CUE
12/22/2017,NASDAQ Global,ICLICK INTERACTIVE ASIA GROUP LTD,"$30,000,000",$8,"3,750,000",ICLK
12/21/2017,NASDAQ Global,LEXINFINTECH HOLDINGS LTD.,"$108,000,000",$9,"12,000,000",LX
12/20/2017,NASDAQ Global,DOGNESS (INTERNATIONAL) CORP,"$55,000,000",$5,"11,000,000",DOGZ
12/15/2017,NASDAQ Global Select,CASA SYSTEMS INC,"$78,000,000",$13,"6,000,000",CASA
12/15/2017,NASDAQ Global Select,"NEWMARK GROUP, INC.","$280,000,000",$14,"20,000,000",NMRK
12/8/2017,NYSE,"GIGCAPITAL, INC.","$125,000,000",$10,"12,500,000",GIG'U
12/8/2017,NASDAQ Global Select,DENALI THERAPEUTICS INC.,"$249,999,984",$18,"13,888,888",DNLI
12/8/2017,NASDAQ Global Select,LUTHER BURBANK CORP,"$130,612,500",$10.75,"12,150,000",LBC
12/7/2017,NYSE,CURO GROUP HOLDINGS CORP.,"$93,333,338",$14,"6,666,667",CURO
12/7/2017,NASDAQ Global Select,"ODONATE THERAPEUTICS, INC.","$150,000,000",$24,"6,250,000",ODT
12/7/2017,NASDAQ Global,QUANTERIX CORP,"$64,128,000",$15,"4,275,200",QTRX
12/1/2017,NYSE,REGALWOOD GLOBAL ENERGY LTD.,"$300,000,000",$10,"30,000,000",RWGEU
12/1/2017,NASDAQ Capital,LEISURE ACQUISITION CORP.,"$200,000,000",$10,"20,000,000",LACQU
11/30/2017,NASDAQ Capital,BOXLIGHT CORP,"$7,000,000",$7,"1,000,000",BOXL
11/29/2017,NASDAQ Capital,"RETO ECO-SOLUTIONS, INC.","$14,000,000",$5,"2,800,000",RETO
11/20/2017,NASDAQ Capital,BIG ROCK PARTNERS ACQUISITION CORP.,"$60,000,000",$10,"6,000,000",BRPAU
11/17/2017,NYSE,BLUEGREEN VACATIONS CORP,"$90,981,072",$14,"6,498,648",BXG
11/17/2017,NASDAQ Capital,"AMERI HOLDINGS, INC.","$6,077,000",$4.12,"1,475,000",AMRH
11/17/2017,NYSE,"SAILPOINT TECHNOLOGIES HOLDINGS, INC.","$240,000,000",$12,"20,000,000",SAIL
11/17/2017,NASDAQ Capital,"STERLING BANCORP, INC.","$180,000,000",$12,"15,000,000",SBT
11/17/2017,NASDAQ Global Select,SCPHARMACEUTICALS INC.,"$89,600,000",$14,"6,400,000",SCPH
11/17/2017,NYSE MKT,"LEVEL BRANDS, INC.","$12,000,000",$6,"2,000,000",LEVB
11/17/2017,NYSE,LEGACY ACQUISITION CORP.,"$300,000,000",$10,"30,000,000",LGC'U
11/17/2017,NASDAQ Global Select,"STITCH FIX, INC.","$120,000,000",$15,"8,000,000",SFIX
11/16/2017,NYSE,JIANPU TECHNOLOGY INC.,"$180,000,000",$8,"22,500,000",JT
11/16/2017,NASDAQ Global,"ARSANIS, INC.","$40,000,000",$10,"4,000,000",ASNS
11/15/2017,NYSE,"SENDGRID, INC.","$131,200,000",$16,"8,200,000",SEND
11/10/2017,NYSE,PPDAI GROUP INC.,"$221,000,000",$13,"17,000,000",PPDF
11/10/2017,NASDAQ Global Select,BANDWIDTH INC.,"$80,000,000",$20,"4,000,000",BAND
11/10/2017,NASDAQ Global Select,ERYTECH PHARMA S.A.,"$108,998,826",$23.26,"4,686,106",ERYP
11/9/2017,NASDAQ Global Select,"APELLIS PHARMACEUTICALS, INC.","$149,996,000",$14,"10,714,000",APLS
11/9/2017,NYSE,SOGOU INC.,"$585,000,000",$13,"45,000,000",SOGO
11/8/2017,NYSE,METROPOLITAN BANK HOLDING CORP.,"$108,500,000",$35,"3,100,000",MCB
11/8/2017,NYSE,FOUR SEASONS EDUCATION (CAYMAN) INC.,"$101,000,000",$10,"10,100,000",FEDU
11/8/2017,NASDAQ Global Select,INFLARX N.V.,"$100,005,000",$15,"6,667,000",IFRX
11/8/2017,NASDAQ Global Select,"CBTX, INC.","$62,400,000",$26,"2,400,000",CBTX
11/3/2017,NASDAQ Global,HEXINDAI INC.,"$50,000,000",$10,"5,000,000",HX
11/3/2017,NYSE,AQUANTIA CORP,"$61,362,000",$9,"6,818,000",AQ
11/3/2017,NASDAQ Global,"ACM RESEARCH, INC.","$11,200,000",$5.60,"2,000,000",ACMR
11/3/2017,NASDAQ Capital,SENTINEL ENERGY SERVICES INC.,"$300,000,000",$10,"30,000,000",STNLU
11/2/2017,NASDAQ Global Select,"SPERO THERAPEUTICS, INC.","$77,000,000",$14,"5,500,000",SPRO
11/2/2017,NASDAQ Global Select,"ALLENA PHARMACEUTICALS, INC.","$74,666,662",$14,"5,333,333",ALNA
11/2/2017,NYSE,EVOQUA WATER TECHNOLOGIES CORP.,"$499,999,986",$18,"27,777,777",AQUA
11/2/2017,NASDAQ Global Select,"FUNKO, INC.","$124,999,992",$12,"10,416,666",FNKO
11/1/2017,NASDAQ Global Select,ALTAIR ENGINEERING INC.,"$156,000,000",$13,"12,000,000",ALTR
